road_type,speed_limit,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,urban_or_rural_area,trunk_road_flag,accident_severity
2,30,0,9,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,20,0,5,1,1,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
7,30,0,0,5,7,4,0,1,2,2
6,20,0,9,1,1,1,0,1,2,2
6,40,0,0,1,1,1,0,1,2,2
3,30,0,0,4,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,0,8,1,1,2,0,1,2,2
6,30,0,5,4,1,1,0,1,2,2
9,30,9,9,1,9,9,9,1,2,2
9,30,9,9,1,8,2,0,1,2,2
6,40,0,0,6,2,2,0,2,2,2
2,20,0,0,1,2,2,0,1,2,2
6,30,9,0,1,2,2,0,1,2,2
6,30,0,1,4,2,2,0,1,2,2
6,30,1,5,4,2,2,0,1,2,2
6,20,0,8,1,2,2,0,1,2,2
9,30,0,5,1,1,1,0,1,2,2
6,20,0,1,4,2,2,0,1,2,2
1,30,0,1,4,2,2,0,1,2,2
6,20,0,5,4,2,2,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,30,0,0,4,1,2,0,1,2,2
6,30,9,5,1,1,2,0,1,2,2
6,20,0,1,1,1,1,0,1,2,2
6,30,0,0,1,1,2,0,1,2,2
6,30,0,8,4,1,2,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,50,0,0,6,1,1,0,2,2,2
6,30,0,0,4,1,1,0,1,2,2
3,20,0,0,1,1,1,0,1,2,2
1,30,0,0,1,1,1,0,1,2,2
3,40,0,5,4,1,2,0,1,2,2
3,20,0,1,4,8,1,0,1,2,2
2,20,0,0,4,1,1,0,1,2,2
6,30,0,4,4,1,1,0,1,2,2
1,30,0,5,1,1,2,0,1,2,2
6,30,0,5,4,1,1,0,1,2,2
6,30,0,0,4,2,2,0,1,2,2
6,20,0,5,7,2,2,0,1,2,2
6,30,0,1,1,2,2,0,1,2,2
6,30,0,0,1,2,2,6,1,2,2
6,30,0,0,5,5,2,0,1,2,2
3,30,0,0,4,5,2,0,1,2,2
6,20,0,0,1,2,2,0,1,2,2
6,20,0,0,4,2,2,0,1,2,2
6,20,0,8,4,5,2,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,30,0,5,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,20,0,0,7,1,2,0,1,2,2
1,30,0,0,4,8,2,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,0,1,1,1,1,0,1,2,2
6,20,0,8,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
3,30,0,0,4,1,1,0,1,2,2
6,20,0,8,1,1,1,0,1,2,2
6,20,2,5,4,8,2,0,1,2,2
6,30,0,0,4,2,2,0,1,2,2
6,20,9,9,1,1,2,0,1,2,2
6,20,0,0,1,9,9,9,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,0,4,1,2,0,1,2,2
6,30,0,0,4,1,2,0,1,2,2
6,20,0,0,1,1,2,0,2,2,2
6,20,0,0,4,9,2,0,1,2,2
6,30,0,4,4,1,2,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,4,4,1,2,0,1,2,2
3,30,0,5,1,9,9,0,1,2,2
6,30,0,1,1,1,1,0,1,2,2
6,20,9,8,7,1,1,0,1,2,2
7,20,0,0,4,2,2,0,1,2,2
3,30,1,4,4,2,2,0,1,2,2
6,30,2,5,4,1,1,0,1,2,2
6,20,0,0,1,8,2,0,1,2,2
6,20,0,0,4,2,2,0,1,2,2
6,40,0,9,4,1,2,0,1,2,2
6,30,0,9,4,9,9,9,1,2,2
6,20,0,0,1,1,1,0,1,2,2
7,20,0,1,4,2,2,0,1,2,2
6,20,0,4,1,2,2,0,1,2,2
6,30,2,1,1,1,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
2,20,0,0,7,2,2,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,1,4,2,2,0,1,2,2
6,30,9,9,7,9,9,9,1,2,2
9,30,0,0,4,2,2,9,1,2,2
3,30,0,0,1,1,2,0,1,2,2
6,30,0,0,4,1,2,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,20,0,1,4,8,2,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,30,0,0,4,2,2,0,1,2,2
6,20,0,1,1,2,2,0,1,2,2
6,20,0,5,4,7,2,0,1,2,2
6,30,0,1,1,2,2,0,1,2,2
1,30,0,0,4,1,2,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,8,1,1,1,0,2,2,2
3,30,0,5,1,1,1,0,1,2,2
3,40,9,9,4,2,2,0,1,2,2
6,20,9,1,1,1,1,0,1,2,2
6,30,0,1,1,1,2,0,1,2,2
9,20,0,9,1,2,9,9,1,2,2
6,20,0,5,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,4,1,1,2,0,1,2,2
6,30,0,4,1,8,2,2,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,0,4,2,2,0,1,2,2
6,20,0,0,1,1,2,0,1,2,2
6,40,0,0,7,1,1,0,1,2,2
6,30,9,9,1,9,9,9,1,2,2
2,30,0,0,1,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
9,30,9,9,7,9,9,9,1,2,2
6,30,0,0,1,1,1,0,1,2,2
1,30,0,0,4,2,2,0,1,2,2
3,30,0,1,4,2,2,0,1,2,2
6,30,2,0,1,2,2,0,1,2,2
6,30,0,0,4,1,2,0,1,2,2
6,30,0,0,1,1,2,0,1,2,2
6,20,0,0,1,1,2,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,20,9,9,1,1,1,9,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,0,7,1,1,0,1,2,2
6,20,0,0,4,1,2,0,1,2,2
3,30,0,0,4,2,2,0,1,2,2
6,30,0,9,1,1,1,0,1,2,2
6,20,0,4,4,2,2,0,1,2,2
3,20,0,5,4,2,2,0,1,2,2
6,30,0,0,4,1,2,0,1,2,2
6,20,0,0,4,1,2,0,1,2,2
6,30,0,0,1,3,3,0,2,2,2
6,20,0,4,1,3,2,0,1,2,2
3,30,0,4,4,6,4,0,1,2,2
7,40,9,9,7,9,2,0,1,2,2
6,30,0,0,4,8,2,0,1,2,2
7,20,0,0,1,8,3,0,1,2,2
6,20,0,7,5,2,2,9,1,2,2
6,30,0,0,4,3,2,0,1,2,2
6,30,0,0,4,1,2,0,1,2,2
2,30,0,0,1,3,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
3,30,0,0,1,1,1,0,1,2,2
6,30,0,1,4,8,2,0,1,2,2
9,30,9,9,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,50,0,4,1,1,2,0,1,2,2
6,30,0,0,1,8,4,0,1,2,2
6,30,0,5,4,1,1,0,1,2,2
6,20,9,1,1,1,2,9,1,2,2
6,30,0,0,4,8,4,0,1,2,2
6,30,0,4,1,1,4,0,1,2,2
3,40,0,0,7,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,2,2,2
1,40,0,0,1,1,1,0,1,2,2
2,30,0,9,1,8,1,0,1,2,2
6,30,0,0,4,2,2,0,1,2,2
9,40,9,9,1,1,9,9,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,1,1,1,2,0,1,2,2
6,20,2,4,1,1,1,0,1,2,2
1,30,9,9,1,1,1,0,1,2,2
6,30,0,0,4,2,2,0,2,2,2
6,20,0,1,4,1,2,0,1,2,2
6,40,0,5,4,1,1,0,1,2,2
6,20,0,0,1,1,2,0,2,2,2
6,30,0,0,5,1,1,0,1,2,2
3,20,0,5,1,1,1,0,1,2,2
6,20,0,5,1,1,1,0,1,2,2
6,30,0,5,7,1,9,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
6,20,0,1,1,1,1,0,1,2,2
6,30,0,5,4,1,1,0,1,2,2
3,40,0,5,4,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,0,0,4,1,1,2,1,2,2
6,20,0,5,1,1,1,0,1,2,2
9,20,9,9,1,8,1,9,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,4,1,1,2,1,2,2
3,40,0,0,4,1,1,0,1,2,2
3,30,1,1,1,1,2,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,5,1,1,2,0,1,2,2
3,20,0,0,1,2,2,0,1,2,2
2,20,0,0,1,1,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,30,9,5,1,1,1,0,1,2,2
6,30,0,0,1,9,1,0,1,2,2
2,30,0,5,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,1,1,1,1,0,1,2,2
6,30,0,8,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
3,30,0,5,4,1,1,0,1,2,2
6,30,0,5,4,1,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
9,30,0,9,4,1,1,0,1,2,2
3,30,0,5,1,1,1,0,1,2,2
1,30,9,1,1,1,1,0,1,2,2
3,20,0,8,1,1,1,0,1,2,2
6,20,0,0,1,9,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,30,0,8,1,1,1,0,1,2,2
6,30,0,0,1,2,2,0,1,2,2
6,20,9,9,1,1,1,0,1,2,2
9,30,9,9,1,1,1,9,1,2,2
6,20,0,1,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
3,20,0,0,4,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
3,50,0,0,1,1,1,0,2,2,2
6,30,0,0,1,1,1,0,1,2,2
3,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,1,4,1,1,1,0,1,2,2
6,20,0,5,4,1,1,0,1,2,2
6,30,0,5,7,9,1,0,1,2,2
3,20,0,4,1,1,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
7,20,9,9,7,8,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,1,4,1,1,0,1,2,2
6,30,0,0,1,8,1,0,1,2,2
2,20,0,1,4,1,1,0,1,2,2
2,20,0,5,1,1,1,0,1,2,2
6,20,0,5,1,1,1,0,1,2,2
3,30,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,9,9,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,2,2,2
1,20,0,0,4,1,1,0,1,2,2
2,30,0,0,1,1,1,0,1,2,2
6,30,0,4,4,1,1,0,1,2,2
6,30,2,5,1,1,1,0,1,2,2
6,20,0,1,1,1,1,0,1,2,2
9,20,0,0,1,1,1,0,1,2,2
1,30,0,0,1,1,1,0,2,2,2
6,30,0,5,1,1,1,0,1,2,2
3,30,0,5,1,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,20,9,8,1,1,1,0,1,2,2
6,20,0,1,4,1,1,0,1,2,2
2,30,0,0,1,1,1,0,1,2,2
2,30,0,5,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,2,2,2
6,20,0,0,5,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,8,1,7,1,0,1,2,2
1,30,9,9,1,8,3,0,1,2,2
6,20,0,0,4,8,2,0,1,2,2
6,30,9,9,1,9,9,9,1,2,2
2,30,0,1,1,1,1,0,1,2,2
6,30,0,8,1,1,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,20,0,0,1,8,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,5,1,1,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
3,40,0,0,4,1,1,0,1,2,2
6,20,2,5,1,1,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,30,0,1,4,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,8,1,1,1,0,1,2,2
2,20,0,0,1,1,1,0,1,2,2
6,30,9,9,4,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
3,70,0,0,4,1,1,0,2,1,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,1,1,1,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,40,0,1,1,1,1,0,1,2,2
6,20,0,0,6,1,1,0,2,2,2
6,30,0,8,4,1,1,0,1,2,2
6,20,0,4,1,1,1,1,1,2,2
3,30,0,0,4,1,1,0,1,2,2
6,20,0,5,1,8,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,9,9,1,1,1,0,1,2,2
6,30,0,8,1,1,1,0,1,2,2
1,30,0,1,4,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,50,0,0,4,1,1,0,1,2,2
3,40,0,0,1,1,1,0,1,2,2
3,50,0,0,1,1,1,0,2,2,2
3,30,0,8,1,1,1,0,1,2,2
6,30,9,9,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
3,30,0,4,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
6,20,0,5,4,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,20,0,0,1,2,2,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
9,30,9,9,1,9,9,9,1,2,2
6,20,0,0,4,2,2,0,1,2,2
6,30,0,0,4,5,2,0,1,2,2
6,20,0,0,1,2,2,0,1,2,2
6,20,0,0,1,5,2,0,2,2,2
6,30,0,0,1,4,2,0,1,2,2
6,30,0,0,1,4,1,0,1,2,2
6,30,0,5,1,4,1,0,1,2,2
6,30,0,1,1,1,2,0,1,2,2
3,30,0,1,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,0,0,1,9,1,0,1,2,2
3,30,0,5,1,1,1,0,1,2,2
6,30,0,0,1,2,2,0,1,2,2
6,20,0,1,1,4,1,0,1,2,2
2,20,9,9,4,2,2,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
9,20,9,9,1,9,9,9,1,2,2
6,30,0,5,4,4,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,5,4,1,1,0,1,2,2
6,30,0,0,1,5,2,0,1,2,2
6,20,0,5,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,1,1,1,1,0,1,2,2
3,20,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
1,30,0,0,4,1,1,0,1,2,2
3,30,0,0,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,2,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
6,20,0,0,1,1,2,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,8,1,1,1,0,1,2,2
3,30,0,9,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
3,40,0,0,4,1,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
3,40,0,5,1,1,1,0,1,2,2
3,30,0,4,4,1,1,0,1,2,2
3,50,0,0,1,1,1,0,2,2,2
6,20,0,0,4,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
3,30,0,8,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,20,0,0,1,1,1,2,1,2,2
3,30,0,4,1,1,1,0,1,2,2
6,30,0,0,5,2,2,0,1,2,2
3,20,0,0,4,1,1,2,1,2,2
6,20,0,0,4,1,2,0,1,2,2
6,20,0,0,4,2,2,0,1,2,2
2,20,0,0,1,1,1,0,1,2,2
6,20,0,0,4,1,1,9,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
2,30,0,0,4,1,2,0,1,2,2
3,20,0,0,4,1,1,0,1,2,2
3,30,0,0,1,8,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
3,30,0,1,1,1,1,0,1,2,2
6,30,0,1,4,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
2,20,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,30,0,4,4,1,1,0,1,2,2
3,30,0,5,4,1,1,0,1,2,2
2,30,0,0,4,1,1,0,1,2,2
6,20,0,5,1,1,1,0,1,2,2
6,20,0,0,1,1,1,1,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,20,0,4,1,1,1,0,1,2,2
6,20,0,1,1,8,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,30,0,0,1,1,1,2,1,2,2
1,30,0,0,1,1,1,0,1,2,2
3,20,0,0,1,1,1,0,1,2,2
3,20,0,0,1,1,1,0,1,2,2
3,30,0,0,1,1,1,0,1,2,2
3,20,0,0,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
9,20,0,5,7,1,9,0,1,2,2
3,30,0,0,4,1,1,0,1,2,2
6,30,0,1,1,1,1,0,1,2,2
3,30,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
2,40,9,0,1,1,1,2,1,2,2
3,50,0,0,1,1,1,0,1,2,2
3,20,0,4,4,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,30,0,1,1,1,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
7,20,9,9,1,1,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,20,9,5,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,8,1,1,1,0,2,2,2
6,20,0,0,1,8,1,0,1,2,2
3,50,0,5,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
1,30,0,0,1,1,1,0,1,2,2
6,20,9,9,1,1,1,9,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,0,0,4,1,2,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
3,30,0,5,4,1,2,0,1,2,2
9,30,9,1,1,1,1,0,1,2,2
3,40,0,0,5,9,2,0,2,2,2
2,20,0,5,1,8,2,0,1,2,2
3,20,0,4,4,1,1,0,1,2,2
3,50,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,30,0,5,1,1,1,0,1,2,2
6,30,0,0,1,4,1,0,1,2,2
3,40,0,7,1,1,1,0,1,2,2
3,30,0,5,1,1,1,0,1,2,2
3,20,0,1,4,1,1,0,1,2,2
2,30,0,1,4,1,1,0,1,2,2
6,30,0,8,4,1,1,0,1,2,2
6,20,0,0,1,4,1,0,1,2,2
6,20,0,1,1,1,1,0,1,2,2
6,30,9,9,1,1,9,9,1,2,2
1,20,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,5,4,4,1,0,1,2,2
6,30,0,5,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
2,20,0,4,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,9,1,1,1,0,1,2,2
3,30,0,5,4,1,1,0,1,2,2
6,30,0,0,1,1,1,0,2,2,2
6,30,0,0,1,1,1,0,1,2,2
2,20,0,5,1,1,1,0,1,2,2
2,20,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,40,0,0,1,1,1,0,1,2,2
6,30,0,1,1,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
2,20,2,5,1,1,1,0,1,2,2
2,30,0,0,4,1,1,2,1,2,2
6,30,0,4,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
3,40,0,9,1,1,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
6,20,9,9,1,1,1,9,1,2,2
6,30,0,4,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,9,9,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
6,20,9,9,1,1,1,0,1,2,2
6,30,0,1,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,4,1,1,2,0,1,2,2
2,20,0,5,1,1,1,0,1,2,2
2,30,9,5,1,1,1,0,1,2,2
6,20,0,8,1,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
3,40,0,5,1,1,1,0,1,2,2
6,30,0,4,4,1,1,0,1,2,2
6,20,0,1,1,1,1,2,1,2,2
3,50,0,7,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,2,5,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,40,0,5,1,1,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
9,30,9,9,1,1,1,9,1,2,2
6,20,0,0,1,1,1,0,1,2,2
7,30,0,4,1,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,8,1,1,1,0,1,2,2
6,30,9,9,1,1,1,0,1,2,2
6,30,0,8,4,1,1,0,1,2,2
6,30,0,4,4,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,5,4,1,1,0,1,2,2
3,20,0,5,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
1,30,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,4,4,1,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
3,20,0,1,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
3,30,0,5,1,1,1,0,1,2,2
3,30,0,0,1,1,1,0,1,2,2
6,30,0,5,4,1,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,20,0,5,1,1,1,6,1,2,2
3,70,0,0,4,1,1,0,1,2,2
6,30,0,0,4,2,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,9,9,1,1,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
7,30,0,9,1,1,1,0,1,2,2
3,20,0,4,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,30,0,1,4,1,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
6,30,0,0,4,1,1,2,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,4,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,2,2,2
1,20,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
2,20,0,0,1,1,1,0,1,2,2
6,30,0,4,1,1,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
3,30,0,5,4,1,1,0,1,2,2
6,20,0,4,4,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,1,1,1,1,0,1,2,2
3,30,2,5,1,1,1,0,1,2,2
2,30,0,0,1,1,1,0,1,2,2
3,20,0,0,1,1,1,0,1,2,2
6,30,9,9,1,1,1,0,1,2,2
6,20,0,9,1,1,1,0,1,2,2
1,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,1,1,2,2
3,30,0,1,1,1,1,0,1,2,2
2,20,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,2,2,2
2,20,0,0,1,1,1,0,1,2,2
3,30,0,4,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,2,2,2
1,30,0,8,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
2,30,0,4,1,1,1,0,1,2,2
6,20,0,4,1,8,1,0,1,2,2
3,30,0,5,1,1,1,0,1,2,2
6,30,0,5,1,2,2,0,1,2,2
3,30,0,1,4,1,1,0,1,2,2
6,30,0,1,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,2,2,2
6,30,0,0,1,1,1,0,1,2,2
6,20,0,1,1,1,1,0,1,2,2
1,30,9,9,1,1,1,0,2,2,2
6,30,0,4,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,1,0,1,3,2,0,1,2,2
1,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
3,40,0,0,1,3,2,0,1,2,2
1,20,0,0,1,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
3,40,0,4,4,1,1,0,1,2,2
7,30,0,0,7,1,1,0,1,2,2
6,30,0,0,4,1,1,0,1,2,2
6,20,0,0,4,1,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,60,0,0,1,1,1,2,2,2,2
7,30,0,0,1,8,1,0,1,2,2
6,20,0,5,1,1,1,0,1,2,2
6,30,2,0,1,1,1,0,1,2,2
3,50,0,0,1,1,1,0,1,2,2
6,30,0,0,1,9,1,0,1,2,2
6,20,0,0,1,1,1,0,1,2,2
6,30,0,5,1,1,1,0,1,2,2
6,30,0,0,1,1,1,0,1,2,2
1,30,0,0,1,1,1,0,1,2,2
6,40,0,0,1,1,1,0,2,2,2
7,20,0,0,1,1,1,0,1,2,2
6,20,0,5,1,1,1,0,1,2,2
6,30,0,4,4,1,1,0,1,2,2
